timestamp actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 safety_status output_bit_register_65 output_bit_register_66

12581.332 3.712036609649658 -0.825466052894928 0.8429635206805628 -1.5883013210692347 -1.570813004170553 2.141284227371216 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.382 3.7120742797851562 -0.8255231541446229 0.8429392019854944 -1.5882374248900355 -1.5708006064044397 2.1413204669952393 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.431999999999 3.712062358856201 -0.8255157631686707 0.8430007139789026 -1.588313718835348 -1.5707686583148401 2.141329526901245 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.482 3.712062358856201 -0.8255112332156678 0.8429716269122522 -1.5882569752135218 -1.5707810560809534 2.141267776489258 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.532 3.7120532989501953 -0.8255202931216736 0.8430007139789026 -1.588297029534811 -1.5708168188678187 2.1413040161132812 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.582 3.712066888809204 -0.8255320352366944 0.8429678122149866 -1.5883170566954554 -1.5707886854754847 2.141287088394165 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.632 3.7120368480682373 -0.8254905504039307 0.8429802099810999 -1.5882765255370082 -1.5708048979388636 2.141258955001831 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.681999999999 3.7120323181152344 -0.8255247634700318 0.8429763952838343 -1.5882650814452113 -1.5707767645465296 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.732 3.7120907306671143 -0.8255319756320496 0.8429930845843714 -1.5882650814452113 -1.5707810560809534 2.1412439346313477 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.782 3.7120862007141113 -0.8255143326571961 0.8429845015155237 -1.5883051357665003 -1.570756737385885 2.1412558555603027 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.832 3.7121236324310303 -0.8255083721927186 0.8430126349078577 -1.5883127651610316 -1.5707929770099085 2.1413049697875977 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.882 3.7120816707611084 -0.8254706424525757 0.8429353872882288 -1.5883332691588343 -1.5708087126361292 2.14131760597229 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.931999999999 3.7120816707611084 -0.8254839938930054 0.8429806868182581 -1.5882731876769007 -1.5707610289203089 2.141284227371216 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12581.982 3.712127923965454 -0.825527624492981 0.8430050055133265 -1.5882765255370082 -1.570824925099508 2.1412453651428223 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.032 3.7121222019195557 -0.825464741592743 0.8429678122149866 -1.5883575878539027 -1.5707929770099085 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.082 3.7120490074157715 -0.8255455058864136 0.8429477850543421 -1.588252683679098 -1.5707610289203089 2.141263246536255 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.132 3.7120490074157715 -0.8255202931216736 0.8429973761187952 -1.5883094273009242 -1.570732895527975 2.141249656677246 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.181999999999 3.7120773792266846 -0.8255039614490052 0.8429887930499476 -1.5882889233031214 -1.5707929770099085 2.1413004398345947 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.232 3.7120697498321533 -0.8255320948413392 0.8429887930499476 -1.5882731876769007 -1.570829216633932 2.141205072402954 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.282 3.7120535373687744 -0.8254616421512146 0.8429845015155237 -1.5882612667479457 -1.5708211104022425 2.141237735748291 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.332 3.7120654582977295 -0.825495795612671 0.8430007139789026 -1.5882817707457484 -1.5708168188678187 2.14131760597229 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.382 3.7120862007141113 -0.8254616421512146 0.8430054823504847 -1.5882331333556117 -1.5707891623126429 2.141313076019287 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.431999999999 3.7120847702026367 -0.8254528206637879 0.8429673353778284 -1.5882846317686976 -1.5708172957049769 2.141345977783203 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.482 3.7121024131774902 -0.8255497378161927 0.8429845015155237 -1.5882774792113246 -1.5707767645465296 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.532 3.7120535373687744 -0.8255156439593812 0.8429678122149866 -1.5882612667479457 -1.5707891623126429 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.632 3.7120862007141113 -0.8255202931216736 0.8429845015155237 -1.5883127651610316 -1.5707967917071741 2.1413004398345947 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.681999999999 3.7121024131774902 -0.8254913848689576 0.8429606596576136 -1.588297029534811 -1.5707843939410608 2.141287088394165 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.732 3.7121100425720215 -0.8255246442607422 0.8429845015155237 -1.5882731876769007 -1.5707925001727503 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.782 3.712090492248535 -0.8254993718913575 0.8429721037494105 -1.588280817071432 -1.5708654562579554 2.141284227371216 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.832 3.7120282649993896 -0.8255068820765992 0.8429649511920374 -1.5882889233031214 -1.570813004170553 2.1413040161132812 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.882 3.7120327949523926 -0.8255083721927186 0.8429349104510706 -1.5883094273009242 -1.5707562605487269 2.141270637512207 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.931999999999 3.7121024131774902 -0.8254543107799073 0.8429673353778284 -1.5882731876769007 -1.5708211104022425 2.141313076019287 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12582.982 3.7120537757873535 -0.8255276840976258 0.8429721037494105 -1.588280817071432 -1.570801083241598 2.1413414478302 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.032 3.7120416164398193 -0.8254706424525757 0.8429673353778284 -1.5883094273009242 -1.5707362333880823 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.082 3.712094783782959 -0.8254823845675965 0.8430216948138636 -1.5883056126036585 -1.5707643667804163 2.141261577606201 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.132 3.712090492248535 -0.8254837554744263 0.8429649511920374 -1.5882607899107875 -1.570801083241598 2.141324996948242 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.181999999999 3.7120938301086426 -0.8254649204066773 0.8429258505450647 -1.5882650814452113 -1.5707486311541956 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.232 3.7120862007141113 -0.8255409163287659 0.8429845015155237 -1.5883251629271449 -1.5708168188678187 2.141296148300171 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.282 3.7120742797851562 -0.825463132267334 0.8429673353778284 -1.5882650814452113 -1.5707324186908167 2.141249895095825 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.382 3.7120981216430664 -0.8254617017558594 0.8429721037494105 -1.5882774792113246 -1.5708168188678187 2.141300678253174 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.431999999999 3.7120699882507324 -0.8255365651896973 0.8429964224444788 -1.5882731876769007 -1.5707967917071741 2.141322135925293 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.482 3.7120537757873535 -0.8255289953998108 0.8429802099810999 -1.5882932148375453 -1.5707767645465296 2.1413414478302 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.532 3.7120819091796875 -0.825487033729889 0.8429515997516077 -1.5882612667479457 -1.570829216633932 2.1413204669952393 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.582 3.712062358856201 -0.825463132267334 0.8429964224444788 -1.5882374248900355 -1.5708449522601526 2.1413087844848633 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.632 3.712106704711914 -0.8254497212222596 0.8429515997516077 -1.588273664514059 -1.570813004170553 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.681999999999 3.7121024131774902 -0.8254780930331727 0.8429515997516077 -1.588269372979635 -1.570801083241598 2.141266107559204 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.732 3.712066650390625 -0.8254824441722413 0.8429606596576136 -1.5882932148375453 -1.5707967917071741 2.141313076019287 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.782 3.712062358856201 -0.825454370384552 0.8429515997516077 -1.588313718835348 -1.5708373228656214 2.141296148300171 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.832 3.712099313735962 -0.8254661124995728 0.8429935614215296 -1.5882612667479457 -1.5707805792437952 2.141254186630249 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.882 3.7120819091796875 -0.8254661124995728 0.8429802099810999 -1.5882612667479457 -1.5707686583148401 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

12583.931999999999 3.7120580673217773 -0.8254993718913575 0.8429606596576136 -1.5882774792113246 -1.570813004170553 2.141284227371216 0.0 0.0 0.0 -0.0 0.0 0.0 1 False False

